name,qid,measure,value
BR(BM25),1037798,nDCG@10,0.1528664175953766
BR(BM25),1037798,AP(rel=2)@100,0.0716501185888941
BR(BM25),104861,nDCG@10,0.7763057112117954
BR(BM25),104861,AP(rel=2)@100,0.15493998333308287
BR(BM25),1063750,nDCG@10,0.14281093555271182
BR(BM25),1063750,AP(rel=2)@100,0.0033773527625986645
BR(BM25),1103812,nDCG@10,0.5076989205249355
BR(BM25),1103812,AP(rel=2)@100,0.2065096058998498
BR(BM25),1106007,nDCG@10,0.36877307508450213
BR(BM25),1106007,AP(rel=2)@100,0.09160762833226888
BR(BM25),1110199,nDCG@10,0.3706750815692151
BR(BM25),1110199,AP(rel=2)@100,0.10710678210678211
BR(BM25),1112341,nDCG@10,0.5879242969887917
BR(BM25),1112341,AP(rel=2)@100,0.06246189647688085
BR(BM25),1113437,nDCG@10,0.22650356641806893
BR(BM25),1113437,AP(rel=2)@100,0.029920993711153265
BR(BM25),1114646,nDCG@10,0.36314789718497964
BR(BM25),1114646,AP(rel=2)@100,0.13915831707872786
BR(BM25),1114819,nDCG@10,0.6479599207147294
BR(BM25),1114819,AP(rel=2)@100,0.20289698426279348
BR(BM25),1115776,nDCG@10,0.3347683579558962
BR(BM25),1115776,AP(rel=2)@100,0.15314685314685317
BR(BM25),1117099,nDCG@10,0.7375015234968479
BR(BM25),1117099,AP(rel=2)@100,0.22403912660591835
BR(BM25),1121402,nDCG@10,0.7085303067457527
BR(BM25),1121402,AP(rel=2)@100,0.3845239892032559
BR(BM25),1121709,nDCG@10,0.0
BR(BM25),1121709,AP(rel=2)@100,0.0
BR(BM25),1124210,nDCG@10,0.6866637079152178
BR(BM25),1124210,AP(rel=2)@100,0.619059621660689
BR(BM25),1129237,nDCG@10,0.547601313988316
BR(BM25),1129237,AP(rel=2)@100,0.2683049463806522
BR(BM25),1133167,nDCG@10,0.5707912167619575
BR(BM25),1133167,AP(rel=2)@100,0.18461390055199361
BR(BM25),130510,nDCG@10,0.6073129006331783
BR(BM25),130510,AP(rel=2)@100,0.47302801753112317
BR(BM25),131843,nDCG@10,0.933745776545611
BR(BM25),131843,AP(rel=2)@100,0.7405997167607073
BR(BM25),146187,nDCG@10,0.7490351431774142
BR(BM25),146187,AP(rel=2)@100,0.831845238095238
BR(BM25),148538,nDCG@10,0.16388285383628032
BR(BM25),148538,AP(rel=2)@100,0.04684430469800652
BR(BM25),156493,nDCG@10,0.9634117275431489
BR(BM25),156493,AP(rel=2)@100,0.6218938683569702
BR(BM25),168216,nDCG@10,1.0
BR(BM25),168216,AP(rel=2)@100,0.47578211182296143
BR(BM25),182539,nDCG@10,0.645526870034055
BR(BM25),182539,AP(rel=2)@100,0.32317224608708367
BR(BM25),183378,nDCG@10,0.36626565414202356
BR(BM25),183378,AP(rel=2)@100,0.09465552031785489
BR(BM25),19335,nDCG@10,0.441088631408062
BR(BM25),19335,AP(rel=2)@100,0.4176490691970568
BR(BM25),207786,nDCG@10,0.5002400189998829
BR(BM25),207786,AP(rel=2)@100,0.11767323585505406
BR(BM25),264014,nDCG@10,0.3349224613565895
BR(BM25),264014,AP(rel=2)@100,0.0573357852245571
BR(BM25),359349,nDCG@10,0.8919568008270394
BR(BM25),359349,AP(rel=2)@100,0.7481481481481481
BR(BM25),405717,nDCG@10,0.37591540360593684
BR(BM25),405717,AP(rel=2)@100,0.2023734535273479
BR(BM25),443396,nDCG@10,0.06943122193677725
BR(BM25),443396,AP(rel=2)@100,0.006774891774891775
BR(BM25),451602,nDCG@10,0.1222732034989334
BR(BM25),451602,AP(rel=2)@100,0.03567484065707803
BR(BM25),47923,nDCG@10,0.5358972476921672
BR(BM25),47923,AP(rel=2)@100,0.1526166559827081
BR(BM25),489204,nDCG@10,0.3233688044978225
BR(BM25),489204,AP(rel=2)@100,0.08333333333333333
BR(BM25),490595,nDCG@10,0.22371473235978212
BR(BM25),490595,AP(rel=2)@100,0.17800866140546778
BR(BM25),527433,nDCG@10,0.2930110358433084
BR(BM25),527433,AP(rel=2)@100,0.05088102465819857
BR(BM25),573724,nDCG@10,0.34278733477024653
BR(BM25),573724,AP(rel=2)@100,0.12909045081949608
BR(BM25),833860,nDCG@10,0.6300426811446145
BR(BM25),833860,AP(rel=2)@100,0.17556607033959154
BR(BM25),855410,nDCG@10,0.8811991369160118
BR(BM25),855410,AP(rel=2)@100,0.7000000000000001
BR(BM25),87181,nDCG@10,0.5790263314078133
BR(BM25),87181,AP(rel=2)@100,0.15483175261350127
BR(BM25),87452,nDCG@10,0.49861367776582255
BR(BM25),87452,AP(rel=2)@100,0.1210305997479446
BR(BM25),915593,nDCG@10,0.41702088700508044
BR(BM25),915593,AP(rel=2)@100,0.13243221400744107
BR(BM25),962179,nDCG@10,0.0
BR(BM25),962179,AP(rel=2)@100,0.008550340211464254
