name,qid,measure,value
BR(BM25),253263,AP(rel=2)@100,0.34953416149068317
BR(BM25),300025,nDCG@10,0.16309453291677659
BR(BM25),300025,AP(rel=2)@100,0.01176414389493579
BR(BM25),300986,nDCG@10,0.5398688142915028
BR(BM25),300986,AP(rel=2)@100,0.1679293515645237
BR(BM25),30611,nDCG@10,0.20789622805994604
BR(BM25),30611,AP(rel=2)@100,0.058803478553121465
BR(BM25),337656,nDCG@10,0.34646908511262414
BR(BM25),337656,AP(rel=2)@100,0.14285714285714285
BR(BM25),364210,nDCG@10,0.7153470285697812
BR(BM25),364210,AP(rel=2)@100,0.1681861348623217
BR(BM25),395948,nDCG@10,0.4017712576171784
BR(BM25),395948,AP(rel=2)@100,0.12232829678281877
BR(BM25),421946,nDCG@10,0.4219751023421774
BR(BM25),421946,AP(rel=2)@100,0.08675967278902395
BR(BM25),493490,nDCG@10,0.5008860360194937
BR(BM25),493490,AP(rel=2)@100,0.09705931097712013
BR(BM25),505390,nDCG@10,0.5928756695335807
BR(BM25),505390,AP(rel=2)@100,0.18522591598645108
BR(BM25),508292,nDCG@10,0.4668728882728055
BR(BM25),508292,AP(rel=2)@100,0.008596491228070175
BR(BM25),540006,nDCG@10,0.53731208819272
BR(BM25),540006,AP(rel=2)@100,0.06562399332803127
BR(BM25),596569,nDCG@10,0.3610356853332561
BR(BM25),596569,AP(rel=2)@100,0.02043979190811007
BR(BM25),629937,nDCG@10,0.3333333333333333
BR(BM25),629937,AP(rel=2)@100,0.03760168862624085
BR(BM25),646091,nDCG@10,0.5701590039217141
BR(BM25),646091,AP(rel=2)@100,0.22941691476483228
BR(BM25),647362,nDCG@10,0.0
BR(BM25),647362,AP(rel=2)@100,0.0
BR(BM25),661905,nDCG@10,0.14498868258010592
BR(BM25),661905,AP(rel=2)@100,0.0
BR(BM25),681645,nDCG@10,0.4165938681977946
BR(BM25),681645,AP(rel=2)@100,0.10816908041841494
BR(BM25),688007,nDCG@10,0.3561024896537672
BR(BM25),688007,AP(rel=2)@100,0.11746076635782518
BR(BM25),707882,nDCG@10,0.9053662213803901
BR(BM25),707882,AP(rel=2)@100,0.7386752396278172
BR(BM25),764738,nDCG@10,0.42190728981472353
BR(BM25),764738,AP(rel=2)@100,0.21366489622230725
BR(BM25),806694,nDCG@10,0.6919047475950251
BR(BM25),806694,AP(rel=2)@100,0.15112233445566775
BR(BM25),818583,nDCG@10,0.4455458953876176
BR(BM25),818583,AP(rel=2)@100,0.10036609861984061
BR(BM25),832573,nDCG@10,0.5143813174012039
BR(BM25),832573,AP(rel=2)@100,0.2302223391006229
BR(BM25),835760,nDCG@10,0.7843812588112697
BR(BM25),835760,AP(rel=2)@100,0.43291988180932034
BR(BM25),845121,nDCG@10,0.13441961461343852
BR(BM25),845121,AP(rel=2)@100,0.016586535371960476
BR(BM25),935353,nDCG@10,0.25004048273536866
BR(BM25),935353,AP(rel=2)@100,0.037072395960139594
BR(BM25),935964,nDCG@10,0.3590988740873142
BR(BM25),935964,AP(rel=2)@100,0.05442855491205467
BR(BM25),952262,nDCG@10,0.6796306497581389
BR(BM25),952262,AP(rel=2)@100,0.07164901953098786
BR(BM25),952284,nDCG@10,0.10949902926315774
BR(BM25),952284,AP(rel=2)@100,0.008778813718140929
BR(BM25),975079,nDCG@10,0.04956816867644055
BR(BM25),975079,AP(rel=2)@100,0.0016514227642276422
