name,qid,measure,value
BR(BM25),1030303,nDCG@10,0.8727462494464052
BR(BM25),1030303,AP(rel=2)@100,0.7329365079365079
BR(BM25),1037496,nDCG@10,0.5425638885661765
BR(BM25),1037496,AP(rel=2)@100,0.21679758251948453
BR(BM25),1043135,nDCG@10,0.5950641643281755
BR(BM25),1043135,AP(rel=2)@100,0.24575737147722193
BR(BM25),1051399,nDCG@10,0.17962270392217333
BR(BM25),1051399,AP(rel=2)@100,0.0712777981427175
BR(BM25),1064670,nDCG@10,0.7713520288926189
BR(BM25),1064670,AP(rel=2)@100,0.6023809523809524
BR(BM25),1071750,nDCG@10,0.40672697168132826
BR(BM25),1071750,AP(rel=2)@100,0.13008702218261042
BR(BM25),1105792,nDCG@10,0.7016194577113667
BR(BM25),1105792,AP(rel=2)@100,0.6107142857142858
BR(BM25),1106979,nDCG@10,0.8238773360101015
BR(BM25),1106979,AP(rel=2)@100,0.7223231227563595
BR(BM25),1108651,nDCG@10,0.29251200391549015
BR(BM25),1108651,AP(rel=2)@100,0.019144256845945232
BR(BM25),1109707,nDCG@10,0.7655311322520083
BR(BM25),1109707,AP(rel=2)@100,0.2432008942383329
BR(BM25),1110678,nDCG@10,0.3329209015813178
BR(BM25),1110678,AP(rel=2)@100,0.022877706330010027
BR(BM25),1113256,nDCG@10,0.9758797305254373
BR(BM25),1113256,AP(rel=2)@100,0.8508059922533606
BR(BM25),1115210,nDCG@10,0.3841896292593092
BR(BM25),1115210,AP(rel=2)@100,0.003787878787878788
BR(BM25),1116380,nDCG@10,0.06655970148227108
BR(BM25),1116380,AP(rel=2)@100,0.0
BR(BM25),1121353,nDCG@10,0.725836729556716
BR(BM25),1121353,AP(rel=2)@100,0.037037037037037035
BR(BM25),1122767,nDCG@10,0.652917416205819
BR(BM25),1122767,AP(rel=2)@100,0.42269411533009477
BR(BM25),1127540,nDCG@10,0.9516916718000088
BR(BM25),1127540,AP(rel=2)@100,0.8596846762260296
BR(BM25),1131069,nDCG@10,0.4692787260227565
BR(BM25),1131069,AP(rel=2)@100,0.4142857142857143
BR(BM25),1132532,nDCG@10,0.15065424271280706
BR(BM25),1132532,AP(rel=2)@100,0.0952785695695749
BR(BM25),1133579,nDCG@10,0.5339568647752763
